state,StateAbbreviation,StateFIPS,election,year,wave,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,ratingstate,ratingcountry,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,official,monitor,monitorint,ngo,voted,norole,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,58.8010215759277,8,7,,5,1,3,3,4,2,25,25,,4,4,4,4,75,75,,5,1,5,1,1,0,0,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,1,5,3,3,1,5,1,5,80,80,,2,3,3,3,3,2,40,40,,,2,1,3,3,1,5,,43.25,,2,4,3,3,4,4,3,3,4,1,56.25,56.25,,5,5,4,,,,,,88,,1,5,2,4,1,5,5,93.75,93.75,,4,4,4,4,75,75,,8,1,,8,5,6,4,6,,1,0,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,2,7,7,,5,9,9,,2,4,4,4,,,1,5,4,2,3,3,3,5,5,1,4,2,,,1,5,1,5,2,3,3,4,2,4,5,,,1,1,0,0,0,0,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,58.3673439025879,6,4,,5,1,3,3,4,2,25,25,,4,4,,4,,76.5625,,4,2,2,4,4,58.3333320617676,58.3333320617676,,5,1,4,2,4,2,16.6666660308838,16.6666660308838,,3,3,4,2,2,4,1,5,65,65,,5,,,2,4,,,61,,,2,2,5,1,,,,33,,1,5,,,4,4,4,2,5,1,,65.9375,,,5,4,,,2,4,,76.25,,2,4,2,4,1,5,4,81.25,81.25,,2,3,4,4,56.25,56.25,,8,2,,4,5,1,2,3,,3,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,6,,8,9,9,,2,4,,4,2,4,2,4,5,1,,,3,5,4,2,,,5,1,2,4,2,4,4,3,3,4,2,4,,1,,1,1,0,1,0,0,1,1,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,62.5765266418457,8,4,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,4,4,4,4,75,75,,4,2,4,2,3,33.3333320617676,33.3333320617676,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,2,4,5,5,1,5,1,5,95,95,,2,2,4,3,2,2,40,40,,2,2,2,3,3,3,3,35,35,,2,4,2,4,4,5,5,5,4,1,75,75,,4,4,4,,,2,4,,73.25,,2,4,2,4,1,5,4,81.25,81.25,,4,4,3,4,68.75,68.75,,7,1,,8,7,1,3,3,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,5,9,9,,1,5,3,3,4,2,2,4,4,2,1,5,4,4,5,1,,,,,2,4,1,5,4,3,3,2,2,4,,,,1,0,0,1,1,0,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,45.4081649780273,7,4,,4,2,4,2,4,2,25,25,,4,2,4,4,62.5,62.5,,4,2,5,1,2,16.6666660308838,16.6666660308838,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,2,4,4,4,2,4,2,4,75,75,,2,2,4,2,2,3,40,40,,2,1,2,4,2,4,2,20,20,,4,2,2,4,2,2,4,4,4,1,46.875,46.875,,2,2,4,,,2,4,,55,,4,2,4,2,2,4,4,50,50,,4,2,2,4,50,50,,8,4,,5,6,5,6,6,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,5,7,,6,7,8,,2,4,4,2,2,4,2,4,4,2,4,2,4,4,5,1,4,2,4,2,2,4,1,5,4,4,2,4,4,2,4,4,,1,1,1,0,0,0,0,0,1,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,80.6632690429688,8,5,,4,2,3,3,4,2,33.3333320617676,33.3333320617676,,5,5,5,5,100,100,,4,2,4,2,2,25,25,,3,3,3,3,3,3,50,50,,1,5,5,5,1,5,1,5,100,100,,5,1,5,5,5,3,90,90,,5,5,5,3,3,3,3,80,80,,1,5,1,5,4,5,5,5,5,,,85.9375,,5,5,5,,,,,,91.25,,1,5,,,,,,,83.4375,,5,5,5,5,100,100,,8,1,,6,5,2,7,6,,1,0,1,0,0,0,6,3,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,4,,2,7,9,,1,5,5,5,4,2,1,5,5,1,1,5,5,5,3,3,3,3,3,3,1,5,1,5,5,1,5,4,1,5,5,3,,0,1,0,0,0,1,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,38.2653045654297,38.2653045654297,3,3,,5,1,3,3,4,2,25,25,,4,2,3,4,56.25,56.25,,5,1,4,2,5,41.6666679382324,41.6666679382324,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,2,4,3,1,4,2,3,3,40,40,,2,4,2,1,2,4,30,30,,1,1,1,5,1,4,2,5,5,,4,2,4,2,3,2,3,3,4,3,43.75,43.75,,3,4,3,3,3,3,3,55,55,,3,3,3,3,3,3,3,50,50,,3,2,2,3,37.5,37.5,,8,1,,2,2,2,1,2,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,6,2,4,9,,6,1,1,,2,4,3,3,4,2,3,3,3,3,3,3,4,4,5,1,5,1,5,1,3,3,3,3,3,4,2,3,3,3,3,4,,0,0,0,1,0,0,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,61.5051040649414,8,3,,4,2,5,1,2,4,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,2,4,2,4,4,75,75,,,,,,,,,56.25,,4,2,4,4,2,4,2,4,65,65,,4,2,4,2,4,2,55,55,,,2,2,2,4,,,,44.75,,2,4,2,4,4,4,4,,4,2,,69.375,,4,4,4,,,2,4,,75,,4,2,2,4,2,4,3,56.25,56.25,,4,2,,4,,60.3125,,7,1,,7,5,4,3,6,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,4,,8,3,9,,1,5,4,4,,,2,4,4,2,2,4,4,4,3,3,2,4,,,2,4,2,4,4,3,3,4,2,4,,2,,1,1,0,0,0,1,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,62.8571395874023,8,7,,4,2,3,3,2,4,50,50,,4,4,4,4,75,75,,4,2,3,3,2,33.3333320617676,33.3333320617676,,4,2,4,2,4,2,25,25,,2,4,4,4,2,4,2,4,75,75,,2,3,3,4,4,,,51.5,,4,2,2,3,3,,,,47,,2,4,2,4,5,5,4,,5,,,77.03125,,4,4,4,,,2,4,,74,,2,4,2,4,2,4,,,75.3125,,4,4,4,4,75,75,,7,1,,7,6,5,7,8,,1,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,1,8,9,,2,4,4,4,,,1,5,1,5,1,5,5,5,,,,,2,4,1,5,1,5,5,1,5,5,2,4,5,,,0,0,0,1,0,0,0,0,0,0,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,54.6173477172852,6,4,,2,4,2,4,5,1,50,50,,3,4,4,3,62.5,62.5,,5,1,5,1,1,0,0,,5,1,5,1,,,,23.3333320617676,,1,5,4,4,2,4,1,5,85,85,,3,,,4,2,,,50,,4,2,2,4,2,4,2,35,35,,4,2,2,4,2,5,4,,4,1,,57.03125,,4,5,4,2,4,2,4,80,80,,2,4,2,4,1,5,4,81.25,81.25,,1,4,4,2,43.75,43.75,,8,3,,1,1,0,0,1,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,9,9,9,,2,4,3,4,5,1,1,5,5,1,5,1,4,4,5,1,4,2,,,2,4,1,5,4,5,1,3,1,5,3,4,,1,1,0,0,0,1,0,0,0,1,0
Pennsylvania,PA,118,USA_06112018_L1,2018,2018,,,59.4642868041992,7,5,,4,2,5,1,5,1,8.33333301544189,8.33333301544189,,3,,,,,71.5625,,5,1,5,1,1,0,0,,,,,,,,,55.0000038146973,,,,5,3,2,4,,,,75,,,,,,,,,60.75,,,,,4,2,,,,48.25,,,,,,4,4,4,4,,2,,71.40625,,,3,,,,,,,73.25,,,,,,,,,,73.125,,,4,,,,71.875,,7,1,,7,4,4,6,4,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,5,,5,9,7,,2,4,,,,,,,5,1,,,4,4,4,2,4,2,,,,,1,5,,4,2,4,,,,,,1,1,0,0,0,0,0,0,0,1,0
Rhode Island,RI,223,USA_06112018_L1,2018,2018,,,58.4438781738281,8,4,,4,2,5,1,,,,22.0833339691162,,4,4,4,4,75,75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,,,,,,,,56.25,,,,,,,,2,4,,63.5,,,,,,,,,56.75,,2,2,,4,2,,,,36.25,,2,4,,,4,2,,,,2,,63.75,,4,4,4,,,2,4,,74.5,,2,4,2,4,1,5,,,78.4375,,4,4,4,4,75,75,,3,2,,4,4,3,3,4,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,1,7,10,,9,9,9,,2,4,4,4,,,,,,,,,4,4,,,,,2,4,2,4,2,4,4,3,3,4,2,4,,,,1,1,0,0,0,1,0,0,0,0,0
Rhode Island,RI,223,USA_06112018_L1,2018,2018,,,71.3010177612305,8,6,,2,4,4,2,1,5,66.6666641235352,66.6666641235352,,4,5,5,5,93.75,93.75,,,,,,,,40.8333358764648,,5,1,4,2,4,2,16.6666660308838,16.6666660308838,,2,4,5,5,1,5,1,5,95,95,,4,2,4,4,4,,,69.5,,5,1,5,4,2,5,1,45,45,,,,,,2,5,1,5,5,1,,61.25,,5,5,5,,,,,,90,,2,4,,,1,5,5,,89.6875,,5,5,5,5,100,100,,8,1,,5,5,3,8,8,,1,0,1,0,0,0,6,2,1,5,0,2,0,0,0,0,0,0,0,1,0,1,6,5,4,10,,6,8,9,,1,5,5,5,2,4,1,5,4,2,,,5,5,,,2,4,,,1,5,1,5,4,1,5,5,1,5,,5,,1,1,1,0,0,0,0,0,0,0,0
Rhode Island,RI,223,USA_06112018_L1,2018,2018,,,71.3520431518555,9,8,,3,3,4,2,2,4,50,50,,5,4,5,5,93.75,93.75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,1,5,1,5,2,4,91.6666641235352,91.6666641235352,,2,4,3,4,2,4,1,5,75,75,,4,4,2,2,2,2,35,35,,4,2,4,3,3,1,5,65,65,,1,5,1,5,4,3,4,,5,1,,71.40625,,5,5,5,2,4,2,4,90,90,,1,5,1,5,1,5,5,100,100,,5,4,4,5,87.5,87.5,,8,1,,7,7,5,5,8,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,8,,6,9,9,,1,5,5,5,2,4,1,5,1,5,1,5,5,5,5,1,2,4,2,4,1,5,1,5,5,1,5,5,1,5,,4,,1,1,1,0,0,1,0,1,1,1,0
Rhode Island,RI,223,USA_06112018_L1,2018,2018,,,71.0204086303711,10,5,,5,1,5,1,4,2,8.33333301544189,8.33333301544189,,4,5,5,5,93.75,93.75,,5,1,5,1,1,0,0,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,2,4,4,4,4,2,1,5,70,70,,5,4,2,4,4,2,60,60,,,4,5,2,4,2,4,,75.5,,1,5,1,5,5,5,5,5,5,1,87.5,87.5,,5,5,5,,,1,5,,93.75,,1,5,1,5,1,5,,,89.6875,,5,5,5,5,100,100,,10,1,,4,4,4,6,6,,1,0,1,0,0,0,6,5,2,5,0,4,0,1,0,0,0,0,0,1,0,1,1,3,7,10,,4,9,9,,1,5,5,5,2,4,1,5,5,1,1,5,5,5,4,2,1,5,1,5,1,5,1,5,5,2,4,5,1,5,5,,,1,1,1,0,0,0,0,0,1,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,65.6632614135742,9,8,,1,5,4,2,2,4,66.6666641235352,66.6666641235352,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,,,,,,,,46.6666679382324,,2,4,4,4,2,4,1,5,80,80,,4,3,3,4,4,,,64.25,,,4,,2,4,,,,55.25,,2,4,,,2,4,2,,,2,,57.5,,,4,4,1,5,1,5,,84,,2,4,2,4,1,5,4,81.25,81.25,,4,4,4,4,75,75,,7,2,,6,6,6,3,6,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,3,7,8,,5,4,3,,1,5,4,4,4,2,2,4,4,2,2,4,3,4,,,,,2,4,2,4,2,4,4,2,4,2,2,4,,,,0,1,0,1,0,0,0,0,0,1,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,61.6581649780273,8,7,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,4,4,4,5,81.25,81.25,,5,1,4,2,1,8.33333301544189,8.33333301544189,,,,,,,,,42.9166679382324,,,,4,4,,,,,,72.5,,2,,,,3,,,43,,4,4,4,3,3,,,,64.5,,2,4,,,2,1,5,,4,,,55,,5,5,5,,,,,,85.5,,1,5,1,5,1,5,5,100,100,,4,4,3,4,68.75,68.75,,8,1,,5,4,,6,7,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,6,4,4,6,,7,9,9,,2,4,4,4,4,2,,,5,1,,,5,5,4,2,4,2,,,2,4,2,4,4,2,4,,1,5,,,,0,1,0,0,0,0,0,0,1,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,49.2091827392578,7,7,,4,2,5,1,4,2,16.6666660308838,16.6666660308838,,3,4,3,4,62.5,62.5,,5,1,5,1,2,8.33333301544189,8.33333301544189,,,,,,,,,53.75,,,,4,4,2,4,,,,71,,3,5,1,2,4,,,40.25,,,2,2,5,1,3,3,,27.5,,2,4,2,4,2,2,1,,4,1,,42.96875,,,2,,,,,,,62.5,,2,4,2,4,1,5,4,81.25,81.25,,4,4,2,4,62.5,62.5,,10,1,,6,2,2,3,3,,1,0,1,0,0,0,6,5,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,1,7,9,,8,8,9,,1,5,3,2,,,2,4,5,1,,,2,2,3,3,5,1,3,3,1,5,1,5,4,,,5,2,4,1,1,,0,1,0,0,0,0,0,0,1,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,64.2346878051758,10,5,,1,5,4,2,2,4,66.6666641235352,66.6666641235352,,4,4,4,4,75,75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,5,1,5,1,,,,21.25,,1,5,4,4,1,5,1,5,90,90,,4,4,2,4,4,2,55,55,,1,2,2,4,2,2,4,30,30,,1,5,1,5,4,4,4,4,,1,,72.96875,,4,4,4,,,,,,75,,2,4,2,4,1,5,4,81.25,81.25,,5,5,5,5,100,100,,10,1,,6,6,4,5,6,,1,0,1,0,0,0,6,4,1,5,1,4,0,0,0,0,0,0,0,0,0,1,1,3,7,10,,5,9,9,,1,5,4,4,4,2,1,5,4,2,1,5,5,4,2,4,2,4,1,5,1,5,1,5,4,1,5,,1,5,,,,0,0,0,0,0,0,0,0,0,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,65.1785736083984,9,7,,2,4,2,4,4,2,58.3333320617676,58.3333320617676,,4,4,4,4,75,75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,2,4,2,4,2,4,75,75,,2,4,4,4,2,4,2,4,75,75,,4,2,4,4,4,2,65,65,,,2,4,3,3,2,4,,53.5,,2,4,2,4,3,4,4,4,4,1,62.5,62.5,,4,4,4,,,2,4,,73,,2,4,1,5,1,5,,,84.0625,,4,4,4,4,75,75,,10,4,,6,5,4,6,7,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,5,6,9,,2,4,4,4,2,4,1,5,2,4,2,4,3,4,5,1,2,4,1,5,2,4,1,5,5,2,4,4,1,5,5,2,,0,1,1,0,0,1,0,0,1,1,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,40.1785697937012,6,7,,4,2,4,2,4,2,25,25,,4,3,4,4,68.75,68.75,,5,1,5,1,1,0,0,,,,,,,,,47.5,,2,4,1,1,2,4,1,5,50,50,,1,5,1,1,1,1,0,0,,1,1,4,5,1,5,1,15,15,,2,4,2,4,2,2,2,3,4,1,43.75,43.75,,4,2,3,,,,,,60.25,,2,4,2,4,2,4,4,75,75,,2,4,3,3,50,50,,8,1,,6,3,,3,3,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,6,,7,4,5,,2,4,4,4,4,2,2,4,5,1,2,4,4,4,4,2,5,1,3,3,2,4,1,5,3,4,2,4,2,4,,,,1,1,0,0,0,0,0,0,0,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,63.6224479675293,8,7,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,3,4,4,4,68.75,68.75,,4,2,4,2,2,25,25,,,,,,,,,54.1666641235352,,1,5,4,4,2,4,,,,81.75,,4,,,4,4,,,68.25,,4,2,3,4,2,,,,47,,2,4,,,4,3,3,,4,1,,57.1875,,,5,5,,,,,,82.5,,1,5,2,4,1,5,5,93.75,93.75,,4,4,3,3,62.5,62.5,,7,1,,6,4,4,3,4,,1,1,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,7,7,,6,8,9,,1,5,4,4,,,,,4,2,,,1,1,4,2,,,,,1,5,1,5,4,2,4,4,1,5,,,,0,1,0,0,0,0,1,0,0,0,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,,50.6122436523438,8,6,,3,3,4,2,4,2,33.3333320617676,33.3333320617676,,4,3,5,5,81.25,81.25,,5,1,5,1,1,0,0,,4,2,3,3,3,3,41.6666679382324,41.6666679382324,,2,4,3,2,2,4,2,4,60,60,,2,,,,4,,,49.75,,,2,2,5,1,3,3,,27,,2,4,4,2,2,2,2,4,,2,,42.03125,,2,4,4,,,,,,62,,2,4,2,4,2,4,5,81.25,81.25,,4,3,4,4,68.75,68.75,,8,4,,5,4,3,3,4,,3,1,1,1,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,7,7,7,,2,4,4,1,3,3,2,4,4,2,2,4,3,4,,,5,1,,,,,1,5,2,3,3,2,2,4,,4,,1,1,0,0,0,1,0,1,1,1,0
South Carolina,SC,224,USA_06112018_L1,2018,2018,,47.9591827392578,47.9591827392578,3,2,,4,2,4,2,4,2,25,25,,4,4,4,4,75,75,,3,3,3,3,2,41.6666679382324,41.6666679382324,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,2,4,2,2,2,4,3,3,50,50,,2,2,4,2,2,2,35,35,,2,2,2,4,2,4,2,25,25,,2,4,2,4,2,2,4,4,4,2,56.25,56.25,,4,2,2,3,3,3,3,45,45,,2,4,2,4,2,4,4,75,75,,3,3,3,3,50,50,,4,1,,0,0,0,8,4,,1,0,1,0,0,0,6,4,2,5,0,4,0,0,0,0,0,0,0,0,1,1,4,3,5,2,,9,8,9,,2,4,3,3,4,2,2,4,3,3,2,4,3,3,4,2,4,2,4,2,2,4,2,4,4,4,2,4,3,3,2,3,,0,0,0,0,1,0,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,68.9795913696289,10,8,,5,1,3,3,4,2,25,25,,5,5,5,5,100,100,,3,3,3,3,2,41.6666679382324,41.6666679382324,,4,2,,,,,,49.1666641235352,,2,4,5,5,1,5,2,4,90,90,,4,2,4,2,4,,,57,,4,2,4,3,3,4,2,50,50,,2,4,,,4,5,5,5,5,2,,80.78125,,5,5,5,,,2,4,,90.25,,2,4,3,3,1,5,4,75,75,,4,2,4,4,62.5,62.5,,9,4,,9,8,,7,8,,1,1,1,1,0,1,5,4,1,5,1,4,0,0,0,0,0,0,0,1,0,1,2,6,2,6,,4,7,9,,1,5,5,5,4,2,,,2,4,1,5,5,5,4,2,1,5,2,4,2,4,1,5,5,2,4,5,2,4,5,5,,0,0,1,0,0,0,0,1,1,1,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,70.8673400878906,8,7,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,3,2,5,5,68.75,68.75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,,,2,4,2,4,,62.0833320617676,,1,5,3,3,2,4,1,5,75,75,,4,2,4,4,4,,,68.25,,4,4,4,4,2,1,5,70,70,,1,5,1,5,4,5,5,4,5,1,81.25,81.25,,2,5,5,,,1,5,,79,,1,5,1,5,1,5,5,100,100,,5,4,5,4,87.5,87.5,,8,4,,9,9,7,8,8,,1,0,1,0,0,0,6,2,2,5,0,2,0,0,0,0,0,0,0,1,0,1,1,2,7,8,,5,9,9,,1,5,4,5,4,2,1,5,4,2,1,5,3,4,2,4,1,5,1,5,1,5,1,5,5,1,5,5,1,5,5,5,,1,1,0,1,0,0,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,82.0663299560547,9,5,,1,5,1,5,1,5,100,100,,5,5,5,5,100,100,,2,4,2,4,4,75,75,,2,4,2,4,2,4,75,75,,1,5,5,5,2,4,1,5,95,95,,4,2,4,5,5,,,78.75,,4,4,2,4,2,2,4,55,55,,1,5,,,5,5,5,,,2,,83.125,,5,5,5,,,,,,92.5,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,7,2,,6,3,3,3,6,,1,0,1,0,0,1,6,5,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,5,10,,6,6,6,,1,5,4,4,2,4,2,4,2,4,2,4,5,5,5,1,2,4,1,5,2,4,2,4,4,2,4,5,2,4,5,5,,0,0,0,0,1,0,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,58.9285697937012,8,7,,3,3,3,3,3,3,50,50,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,,,,,,,,55,,2,4,3,3,2,4,2,4,65,65,,3,4,2,3,3,2,40,40,,,4,2,2,4,2,4,,60,,2,4,,,3,2,4,3,,1,,55.625,,4,4,4,,,,,,75.5,,2,4,3,3,1,5,3,68.75,68.75,,3,4,4,4,68.75,68.75,,9,5,,5,1,1,0,5,,1,0,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,1,7,9,,9,9,8,,2,4,4,3,5,1,2,4,3,3,1,5,2,4,4,2,3,3,2,4,1,5,1,5,4,3,3,4,2,4,4,4,,1,1,0,0,0,0,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,77.7806091308594,10,8,,3,3,3,3,1,5,66.6666641235352,66.6666641235352,,5,5,5,5,100,100,,1,5,2,4,5,91.6666641235352,91.6666641235352,,2,4,2,4,4,2,58.3333320617676,58.3333320617676,,1,5,5,5,2,4,1,5,95,95,,4,,,4,4,,,66.5,,,4,3,1,5,2,4,,67.25,,1,5,3,3,5,4,4,4,,,,70,,4,5,4,,,,,,81.5,,2,4,1,5,1,5,4,87.5,87.5,,4,4,4,4,75,75,,8,4,,8,7,6,9,9,,1,0,1,0,0,0,6,2,1,5,0,4,0,0,0,0,0,0,0,1,0,1,3,5,8,9,,5,4,6,,1,5,4,4,1,5,4,2,1,5,1,5,3,5,4,2,2,4,2,4,2,4,1,5,4,1,5,5,2,4,4,,,0,0,0,0,0,0,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,59.4642868041992,7,2,,3,3,3,3,4,2,41.6666679382324,41.6666679382324,,4,4,4,4,75,75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,2,4,4,3,5,1,2,4,55,55,,5,2,4,3,5,3,75,75,,3,2,1,4,2,4,2,25,25,,1,5,3,3,5,4,5,5,5,2,81.25,81.25,,,4,,,,,,,72.5,,2,4,2,4,1,5,,,81.5625,,3,4,4,3,62.5,62.5,,9,1,,6,6,0,6,6,,1,1,1,0,0,1,6,4,2,5,0,4,0,0,0,0,0,0,0,1,0,1,6,5,4,9,,9,9,9,,,,,,2,4,,,1,5,,,3,4,5,1,,,,,1,5,1,5,,3,3,4,1,5,,4,,0,0,0,0,0,1,0,0,0,0,0
South Dakota,SD,225,USA_06112018_L1,2018,2018,,,68.0357208251953,7,4,,2,4,4,2,5,1,33.3333320617676,33.3333320617676,,4,3,4,4,68.75,68.75,,2,4,2,4,4,75,75,,,,,,,,,54.1666641235352,,2,4,4,2,4,2,2,4,55,55,,5,2,4,4,5,2,75,75,,3,4,,4,2,4,2,,46,,1,5,1,5,4,4,4,,4,1,,72.34375,,,5,5,,,2,4,,87.5,,2,4,1,5,1,5,4,87.5,87.5,,4,4,4,5,81.25,81.25,,7,4,,7,7,6,4,7,,1,0,1,1,0,0,6,3,1,5,0,2,0,0,0,0,0,0,0,1,0,1,1,5,5,10,,3,8,9,,1,5,4,4,,,2,4,2,4,2,4,4,5,,,,,2,4,2,4,2,4,,4,2,5,2,4,4,,,0,0,0,0,1,0,0,0,0,1,0
Tennessee,TN,119,USA_06112018_L1,2018,2018,,46.4285697937012,46.4285697937012,4,2,,5,1,5,1,4,2,8.33333301544189,8.33333301544189,,2,2,4,4,50,50,,5,1,5,1,1,0,0,,4,2,3,3,4,2,33.3333320617676,33.3333320617676,,3,3,2,2,2,4,2,4,50,50,,4,2,4,4,4,2,65,65,,2,4,1,5,1,3,3,30,30,,2,4,4,2,2,5,4,4,4,2,59.375,59.375,,3,4,3,3,3,2,4,60,60,,2,4,4,2,2,4,3,56.25,56.25,,3,4,3,3,56.25,56.25,,9,1,,3,5,0,5,4,,1,0,1,0,0,0,6,5,1,5,0,2,0,0,0,0,0,0,0,1,0,1,1,1,5,8,,8,9,9,,2,4,4,4,5,1,3,3,4,2,3,3,2,5,5,1,4,2,3,3,2,4,2,4,2,4,2,1,2,4,3,4,,0,1,0,0,0,0,0,0,1,0,0
